customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00816,Male,1,Yes,Yes,54,Fiber optic,One year,No,Mailed check,82.69,4465.26,No
CUST-00817,Male,0,No,No,16,DSL,Month-to-month,No,Bank transfer,37.39,639.05,Yes
CUST-00818,Female,0,Yes,No,36,Fiber optic,Month-to-month,No,Bank transfer,30.6,1101.6,Yes
CUST-00819,Female,0,No,Yes,58,No,One year,No,Mailed check,116.85,6815.67,No
CUST-00820,Male,0,No,Yes,64,Fiber optic,Two year,Yes,Mailed check,85.14,5448.96,Yes
CUST-00821,Female,0,No,No,19,Fiber optic,Month-to-month,No,Credit card,113.52,2156.88,Yes
CUST-00822,Male,0,No,Yes,7,Fiber optic,Month-to-month,Yes,Mailed check,67.97,475.79,Yes
CUST-00823,Female,0,Yes,Yes,55,DSL,One year,No,Mailed check,21.41,1247.57,Yes
CUST-00824,Female,0,Yes,Yes,49,Fiber optic,One year,No,Mailed check,76.59,3761.96,No
CUST-00825,Male,0,Yes,Yes,23,Fiber optic,Month-to-month,No,Mailed check,74.95,1798.67,Yes
CUST-00826,Female,0,Yes,No,42,DSL,Month-to-month,Yes,Bank transfer,19.53,820.26,Yes
CUST-00827,Female,0,No,No,13,DSL,Month-to-month,No,Bank transfer,105.85,1428.44,Yes
CUST-00828,Female,0,No,Yes,50,No,Two year,Yes,Electronic check,81.24,4062.0,No
CUST-00829,Male,0,No,Yes,52,Fiber optic,Month-to-month,Yes,Credit card,93.96,4897.19,Yes
CUST-00830,Male,0,Yes,Yes,21,Fiber optic,Month-to-month,No,Mailed check,68.38,1446.81,Yes
CUST-00831,Male,1,No,No,33,Fiber optic,Two year,No,Electronic check,81.08,2708.71,No
CUST-00832,Male,0,No,Yes,24,Fiber optic,Month-to-month,Yes,Bank transfer,44.26,1074.78,Yes
CUST-00833,Male,0,No,Yes,2,Fiber optic,Month-to-month,No,Electronic check,117.32,234.64,Yes
CUST-00834,Female,0,No,No,9,DSL,Month-to-month,No,Credit card,58.87,573.85,Yes
CUST-00835,Female,0,No,No,69,Fiber optic,Month-to-month,Yes,Credit card,34.56,2471.22,Yes
CUST-00836,Female,1,Yes,Yes,32,Fiber optic,Month-to-month,No,Bank transfer,23.7,758.4,No
CUST-00837,Male,0,Yes,Yes,10,DSL,Month-to-month,Yes,Credit card,82.89,828.9,Yes
CUST-00838,Male,0,No,Yes,3,Fiber optic,One year,Yes,Mailed check,118.3,379.87,Yes
CUST-00839,Female,0,Yes,No,25,DSL,One year,Yes,Mailed check,109.37,2734.25,No
CUST-00840,Male,0,Yes,No,70,Fiber optic,Month-to-month,No,Bank transfer,89.61,6272.7,Yes
CUST-00841,Female,0,No,No,27,Fiber optic,One year,No,Mailed check,119.04,3241.89,No
CUST-00842,Female,0,No,Yes,71,Fiber optic,Month-to-month,Yes,Credit card,91.73,6512.83,Yes
CUST-00843,Male,1,Yes,Yes,35,Fiber optic,Two year,Yes,Mailed check,52.6,1841.0,No
CUST-00844,Male,0,Yes,Yes,55,No,Month-to-month,No,Mailed check,79.32,4362.6,Yes
CUST-00845,Male,1,No,Yes,56,Fiber optic,One year,No,Bank transfer,26.14,1537.33,No
CUST-00846,Male,1,No,Yes,2,Fiber optic,Month-to-month,No,Electronic check,40.61,82.72,Yes
CUST-00847,Male,0,Yes,Yes,0,Fiber optic,One year,No,Bank transfer,60.59,0.0,Yes
CUST-00848,Female,0,No,Yes,66,DSL,Month-to-month,No,Credit card,38.59,2546.94,No
CUST-00849,Female,1,Yes,No,67,DSL,One year,No,Credit card,115.26,7729.38,No
CUST-00850,Female,0,No,No,9,Fiber optic,Month-to-month,Yes,Electronic check,119.55,1075.95,Yes
CUST-00851,Female,0,Yes,Yes,46,DSL,Two year,Yes,Electronic check,55.84,2568.64,No
CUST-00852,Female,0,No,Yes,66,Fiber optic,Month-to-month,Yes,Electronic check,90.34,5994.22,Yes
CUST-00853,Male,0,No,No,68,Fiber optic,One year,No,Credit card,59.59,4086.34,No
CUST-00854,Male,1,No,Yes,21,Fiber optic,Two year,No,Mailed check,32.23,676.83,Yes
CUST-00855,Female,0,No,Yes,58,DSL,Two year,No,Electronic check,52.37,3052.14,No
CUST-00856,Male,0,Yes,No,46,No,Month-to-month,Yes,Bank transfer,41.8,1932.21,Yes
CUST-00857,Male,1,Yes,Yes,66,Fiber optic,Month-to-month,Yes,Credit card,51.46,3426.48,No
CUST-00858,Female,0,Yes,Yes,10,Fiber optic,Month-to-month,No,Electronic check,39.93,429.54,No
CUST-00859,Female,0,Yes,No,43,DSL,Month-to-month,Yes,Electronic check,29.46,1266.78,Yes
CUST-00860,Female,0,Yes,No,1,Fiber optic,One year,No,Electronic check,40.18,40.18,Yes
CUST-00861,Female,0,Yes,Yes,25,DSL,Two year,Yes,Electronic check,110.39,2785.65,No
CUST-00862,Male,0,No,No,0,Fiber optic,Two year,No,Electronic check,26.69,0.0,Yes
CUST-00863,Female,0,Yes,Yes,31,DSL,Month-to-month,No,Electronic check,51.13,1586.84,No
CUST-00864,Female,0,Yes,No,58,No,One year,Yes,Bank transfer,71.9,4207.73,No
CUST-00865,Female,0,No,No,47,DSL,Two year,Yes,Electronic check,54.16,2549.57,No
CUST-00866,Female,0,No,No,22,Fiber optic,Two year,No,Bank transfer,70.8,1633.0,No
CUST-00867,Female,0,Yes,No,30,DSL,Month-to-month,Yes,Mailed check,22.43,729.25,No
CUST-00868,Male,0,No,No,26,Fiber optic,Month-to-month,No,Bank transfer,84.15,2187.9,Yes
CUST-00869,Male,0,Yes,Yes,52,Fiber optic,Two year,Yes,Bank transfer,75.47,3924.44,No
CUST-00870,Male,0,No,No,19,Fiber optic,Month-to-month,Yes,Bank transfer,87.46,1661.74,Yes
CUST-00871,Male,1,Yes,Yes,6,DSL,Month-to-month,Yes,Credit card,75.86,455.16,Yes
CUST-00872,Male,0,No,Yes,36,DSL,Two year,Yes,Electronic check,62.67,2256.12,Yes
CUST-00873,Male,0,No,Yes,59,DSL,Two year,Yes,Bank transfer,53.71,3179.95,No
CUST-00874,Female,0,Yes,Yes,34,No,Two year,Yes,Mailed check,41.1,1405.04,No
CUST-00875,Female,0,No,No,14,Fiber optic,One year,No,Bank transfer,69.01,1000.93,No
CUST-00876,Female,1,Yes,Yes,3,DSL,Month-to-month,No,Electronic check,20.66,131.81,Yes
CUST-00877,Female,1,No,Yes,67,No,Month-to-month,Yes,Mailed check,51.48,3449.16,No
CUST-00878,Female,0,Yes,Yes,54,DSL,Month-to-month,Yes,Credit card,87.14,4819.58,No
CUST-00879,Female,0,No,No,11,Fiber optic,One year,No,Credit card,29.09,331.61,Yes
CUST-00880,Male,0,No,No,5,Fiber optic,Month-to-month,No,Mailed check,24.41,122.05,No
CUST-00881,Female,0,No,No,9,No,One year,Yes,Electronic check,84.52,760.68,No
CUST-00882,Male,0,Yes,Yes,27,Fiber optic,Month-to-month,No,Bank transfer,58.57,1581.39,Yes
CUST-00883,Male,0,Yes,No,58,Fiber optic,One year,Yes,Mailed check,99.79,5817.43,No
CUST-00884,Female,0,Yes,Yes,11,No,Month-to-month,No,Mailed check,113.61,1249.71,Yes
CUST-00885,Female,0,No,Yes,58,DSL,Month-to-month,No,Electronic check,115.62,6705.96,Yes
CUST-00886,Male,0,No,No,0,No,Month-to-month,No,Mailed check,61.41,0.0,Yes
CUST-00887,Male,0,No,Yes,53,No,Month-to-month,No,Electronic check,44.96,2382.88,Yes
CUST-00888,Male,0,No,No,20,No,Two year,Yes,Electronic check,80.08,1642.17,Yes
CUST-00889,Male,1,Yes,Yes,69,DSL,Month-to-month,No,Bank transfer,82.08,5695.59,No
CUST-00890,Male,1,No,No,34,DSL,Month-to-month,No,Credit card,81.48,2828.65,No
CUST-00891,Female,0,No,Yes,19,Fiber optic,One year,Yes,Electronic check,50.82,965.58,No
CUST-00892,Female,0,No,No,17,Fiber optic,One year,Yes,Electronic check,24.5,476.63,No
CUST-00893,Female,0,No,Yes,59,Fiber optic,Month-to-month,No,Electronic check,39.42,2325.78,Yes
CUST-00894,Female,0,No,No,29,No,Month-to-month,Yes,Bank transfer,33.75,978.75,No
CUST-00895,Female,0,No,No,25,Fiber optic,Month-to-month,No,Credit card,30.64,766.0,Yes
CUST-00896,Female,0,No,Yes,52,DSL,One year,Yes,Mailed check,112.48,5849.42,No
CUST-00897,Male,0,Yes,Yes,38,Fiber optic,Month-to-month,Yes,Electronic check,19.41,797.7,Yes
CUST-00898,Male,0,No,No,47,DSL,Month-to-month,Yes,Electronic check,79.39,3731.33,Yes
CUST-00899,Female,0,Yes,Yes,32,DSL,Month-to-month,No,Bank transfer,114.64,3668.48,Yes
CUST-00900,Male,0,No,Yes,4,DSL,One year,No,Mailed check,54.73,218.92,Yes
CUST-00901,Male,1,No,No,0,No,Month-to-month,Yes,Mailed check,71.76,28.64,Yes
CUST-00902,Male,0,No,Yes,2,Fiber optic,Two year,No,Electronic check,88.97,177.94,Yes
CUST-00903,Female,1,Yes,No,41,Fiber optic,Month-to-month,Yes,Credit card,50.35,2064.35,Yes
CUST-00904,Male,0,Yes,No,36,Fiber optic,One year,No,Mailed check,66.72,2401.92,No
CUST-00905,Female,0,Yes,Yes,53,Fiber optic,Month-to-month,No,Bank transfer,101.34,5371.02,No
CUST-00906,Male,1,No,Yes,64,No,Month-to-month,Yes,Bank transfer,94.03,6076.79,Yes
CUST-00907,Male,1,Yes,No,12,No,Month-to-month,No,Electronic check,100.46,1210.07,Yes
CUST-00908,Male,1,No,No,68,Fiber optic,Two year,Yes,Electronic check,118.71,8072.28,No
CUST-00909,Male,0,Yes,No,67,No,Two year,No,Credit card,55.77,3798.4,No
CUST-00910,Female,0,No,No,44,Fiber optic,Month-to-month,Yes,Credit card,94.2,4144.8,Yes
CUST-00911,Male,0,No,Yes,38,Fiber optic,Month-to-month,No,Mailed check,79.48,3091.24,Yes
CUST-00912,Male,0,No,Yes,12,No,Two year,No,Electronic check,85.99,1102.06,Yes
CUST-00913,Female,1,No,No,12,Fiber optic,Month-to-month,Yes,Mailed check,93.47,1124.44,No
CUST-00914,Female,0,Yes,No,1,Fiber optic,Month-to-month,Yes,Credit card,94.47,94.47,Yes
CUST-00915,Male,0,No,Yes,46,DSL,Month-to-month,No,Bank transfer,108.35,5098.58,Yes
CUST-00916,Female,1,Yes,Yes,31,Fiber optic,One year,Yes,Electronic check,53.63,1681.89,No
CUST-00917,Female,1,Yes,Yes,13,Fiber optic,One year,No,Bank transfer,84.66,1100.58,Yes
CUST-00918,Male,1,Yes,No,9,Fiber optic,One year,Yes,Electronic check,46.59,467.12,Yes
CUST-00919,Female,0,Yes,Yes,4,Fiber optic,Two year,Yes,Mailed check,78.65,349.72,Yes
CUST-00920,Female,0,No,Yes,46,DSL,Month-to-month,No,Mailed check,94.62,4418.07,Yes
CUST-00921,Female,1,Yes,Yes,49,No,Month-to-month,Yes,Mailed check,98.68,4835.32,Yes
CUST-00922,Male,0,No,No,45,DSL,Month-to-month,Yes,Bank transfer,60.85,2754.17,Yes
CUST-00923,Male,0,Yes,No,7,No,Month-to-month,No,Electronic check,69.89,489.23,Yes
CUST-00924,Male,1,No,No,2,DSL,Month-to-month,Yes,Credit card,52.05,137.42,Yes
CUST-00925,Female,0,No,No,7,Fiber optic,Month-to-month,Yes,Bank transfer,35.24,246.68,Yes
CUST-00926,Female,0,Yes,No,54,Fiber optic,Month-to-month,No,Mailed check,44.57,2420.83,Yes
CUST-00927,Male,0,Yes,Yes,53,No,One year,No,Credit card,111.04,5885.12,No
CUST-00928,Male,0,Yes,No,21,DSL,Month-to-month,Yes,Mailed check,49.51,1039.71,Yes
CUST-00929,Female,1,Yes,No,3,No,Month-to-month,Yes,Mailed check,117.43,352.29,Yes
CUST-00930,Female,0,Yes,No,23,Fiber optic,One year,No,Electronic check,42.63,1020.01,No
CUST-00931,Female,0,No,Yes,58,Fiber optic,One year,No,Credit card,91.75,5395.99,Yes
CUST-00932,Male,0,Yes,Yes,10,Fiber optic,One year,Yes,Credit card,76.54,765.4,No
CUST-00933,Female,1,No,Yes,57,DSL,Two year,No,Electronic check,89.08,5105.24,Yes
CUST-00934,Male,1,Yes,Yes,33,Fiber optic,One year,No,Credit card,83.68,2783.05,No
CUST-00935,Female,0,Yes,No,10,DSL,Month-to-month,No,Credit card,90.09,901.3,Yes
CUST-00936,Male,0,No,Yes,67,DSL,Month-to-month,No,Mailed check,110.37,7394.79,No
CUST-00937,Male,0,No,Yes,37,Fiber optic,One year,No,Credit card,75.47,2792.39,No
CUST-00938,Male,0,No,Yes,48,Fiber optic,Month-to-month,Yes,Bank transfer,24.92,1196.16,Yes
CUST-00939,Female,0,No,No,6,DSL,Month-to-month,Yes,Bank transfer,45.62,273.72,Yes
CUST-00940,Female,0,Yes,Yes,26,DSL,Month-to-month,No,Electronic check,90.24,2416.64,Yes
CUST-00941,Male,0,No,Yes,45,DSL,Month-to-month,No,Electronic check,68.4,3096.39,Yes
CUST-00942,Female,0,Yes,Yes,46,DSL,Month-to-month,No,Bank transfer,73.95,3401.7,No
CUST-00943,Male,0,No,No,4,Fiber optic,Month-to-month,No,Mailed check,78.85,315.4,Yes
CUST-00944,Male,0,No,Yes,43,DSL,Two year,Yes,Credit card,57.03,2452.29,No
CUST-00945,Male,0,Yes,Yes,68,No,Two year,No,Electronic check,96.94,6591.92,No
CUST-00946,Female,0,No,No,56,DSL,Month-to-month,Yes,Credit card,91.8,5239.32,Yes
CUST-00947,Male,0,Yes,Yes,14,DSL,Two year,No,Bank transfer,90.86,1272.04,No
CUST-00948,Female,0,Yes,Yes,65,No,Month-to-month,Yes,Credit card,90.96,5955.59,Yes
CUST-00949,Male,1,Yes,No,49,DSL,Two year,No,Credit card,108.82,5332.18,Yes
CUST-00950,Male,0,Yes,Yes,4,Fiber optic,Two year,No,Credit card,78.73,317.68,Yes
CUST-00951,Male,1,No,No,9,No,Month-to-month,No,Mailed check,116.64,1110.49,Yes
CUST-00952,Female,0,Yes,No,66,No,One year,No,Bank transfer,30.16,1990.56,No
CUST-00953,Male,0,No,Yes,15,Fiber optic,Two year,No,Electronic check,82.46,1236.9,No
CUST-00954,Female,0,Yes,Yes,6,DSL,Two year,Yes,Mailed check,91.13,617.68,No
CUST-00955,Female,0,No,No,32,Fiber optic,Two year,No,Mailed check,66.68,2136.04,No
CUST-00956,Male,1,No,Yes,37,No,One year,Yes,Mailed check,47.4,1808.36,No
CUST-00957,Female,0,No,Yes,41,No,Month-to-month,No,Bank transfer,74.1,3038.1,No
CUST-00958,Female,0,Yes,No,47,DSL,Two year,Yes,Electronic check,55.2,2664.73,No
CUST-00959,Male,0,Yes,Yes,71,Fiber optic,One year,Yes,Bank transfer,110.73,7875.51,Yes
CUST-00960,Male,0,Yes,Yes,54,DSL,One year,No,Mailed check,54.39,2958.8,No
CUST-00961,Male,1,Yes,Yes,1,DSL,Month-to-month,Yes,Electronic check,35.92,42.5,Yes
CUST-00962,Female,0,Yes,No,6,Fiber optic,One year,Yes,Bank transfer,76.79,460.74,No
CUST-00963,Male,0,Yes,No,0,DSL,Month-to-month,No,Credit card,58.39,0.0,No
CUST-00964,Female,1,No,No,28,DSL,One year,No,Bank transfer,27.78,777.84,No
CUST-00965,Female,1,Yes,No,25,DSL,Month-to-month,Yes,Electronic check,75.61,1938.23,No
CUST-00966,Female,0,No,No,67,Fiber optic,One year,Yes,Bank transfer,72.86,4881.62,No
CUST-00967,Male,0,No,No,26,DSL,Two year,Yes,Bank transfer,35.67,927.42,No
CUST-00968,Female,0,No,Yes,2,Fiber optic,Month-to-month,No,Bank transfer,78.96,157.92,Yes
CUST-00969,Male,0,No,No,63,DSL,Month-to-month,Yes,Mailed check,75.87,4779.81,No
CUST-00970,Male,0,No,No,18,No,Month-to-month,No,Electronic check,96.91,1775.28,Yes
CUST-00971,Male,1,Yes,Yes,65,DSL,Two year,No,Electronic check,54.88,3567.2,No
CUST-00972,Male,0,Yes,No,55,Fiber optic,One year,Yes,Mailed check,43.37,2400.35,No
CUST-00973,Male,1,No,Yes,63,DSL,Month-to-month,No,Bank transfer,115.02,7253.09,Yes
CUST-00974,Male,0,Yes,No,59,DSL,Month-to-month,No,Bank transfer,75.24,4439.16,Yes
CUST-00975,Male,0,Yes,Yes,10,DSL,Month-to-month,No,Bank transfer,20.77,229.62,Yes
CUST-00976,Male,1,Yes,No,45,DSL,Month-to-month,No,Mailed check,101.71,4584.87,No
CUST-00977,Female,0,No,No,29,DSL,Two year,No,Mailed check,38.07,1104.03,No
CUST-00978,Male,0,Yes,No,45,Fiber optic,One year,No,Electronic check,98.18,4418.1,No
CUST-00979,Female,0,Yes,Yes,53,Fiber optic,Month-to-month,No,Credit card,89.93,4787.55,Yes
CUST-00980,Female,0,No,Yes,36,DSL,Two year,Yes,Mailed check,116.82,4287.53,Yes
CUST-00981,Female,0,No,No,22,Fiber optic,Month-to-month,Yes,Bank transfer,116.49,2647.1,Yes
CUST-00982,Female,0,No,No,65,Fiber optic,Two year,No,Mailed check,45.99,2989.35,No
CUST-00983,Female,1,Yes,No,47,DSL,Month-to-month,Yes,Mailed check,96.18,4520.46,No
CUST-00984,Female,1,No,Yes,63,Fiber optic,One year,Yes,Electronic check,50.32,3170.16,No
CUST-00985,Female,0,Yes,No,17,DSL,Two year,Yes,Credit card,82.18,1473.05,No
CUST-00986,Female,0,No,Yes,60,DSL,Month-to-month,Yes,Electronic check,78.97,4788.84,No
CUST-00987,Male,0,No,Yes,23,Fiber optic,One year,Yes,Credit card,23.56,559.41,No
CUST-00988,Male,0,Yes,Yes,33,No,Two year,No,Electronic check,18.53,619.79,No
CUST-00989,Female,0,Yes,Yes,61,No,Month-to-month,No,Electronic check,23.89,1526.32,No
CUST-00990,Male,0,Yes,No,25,No,Month-to-month,Yes,Credit card,31.05,836.82,No
CUST-00991,Female,1,Yes,No,18,Fiber optic,One year,Yes,Credit card,44.28,854.94,No
CUST-00992,Male,0,No,Yes,65,DSL,Month-to-month,No,Credit card,110.51,7205.98,No
CUST-00993,Male,0,Yes,No,69,DSL,Month-to-month,No,Credit card,70.9,4892.1,No
CUST-00994,Female,1,No,Yes,22,DSL,Month-to-month,Yes,Mailed check,99.28,2222.52,Yes
CUST-00995,Female,0,No,Yes,22,DSL,One year,No,Electronic check,103.51,2318.02,No
CUST-00996,Female,1,Yes,Yes,16,DSL,Month-to-month,Yes,Bank transfer,92.96,1487.36,Yes
CUST-00997,Male,1,Yes,No,1,Fiber optic,Month-to-month,Yes,Bank transfer,57.92,57.92,Yes
CUST-00998,Female,0,Yes,Yes,39,DSL,Two year,No,Bank transfer,106.11,4194.96,No
CUST-00999,Female,0,No,No,18,DSL,Month-to-month,No,Electronic check,93.69,1769.63,Yes
CUST-01000,Female,0,Yes,Yes,61,Fiber optic,Two year,No,Electronic check,93.8,5721.8,No
CUST-01001,Female,1,No,Yes,12,Fiber optic,Month-to-month,No,Bank transfer,109.96,1319.52,Yes
CUST-01002,Female,1,Yes,No,45,No,Two year,No,Credit card,79.06,3575.25,No
CUST-01003,Female,0,No,No,36,DSL,One year,No,Credit card,71.91,2613.09,Yes
CUST-01004,Male,0,Yes,Yes,44,Fiber optic,Month-to-month,No,Bank transfer,108.8,4787.2,Yes
CUST-01005,Female,0,Yes,Yes,8,DSL,Two year,No,Mailed check,64.36,609.06,No
CUST-01006,Female,0,Yes,No,33,Fiber optic,Month-to-month,Yes,Mailed check,100.78,3346.84,Yes
CUST-01007,Female,0,No,No,45,DSL,Month-to-month,No,Bank transfer,23.49,1083.62,No
CUST-01008,Female,1,Yes,Yes,24,DSL,Month-to-month,No,Bank transfer,18.13,523.06,Yes
CUST-01009,Female,0,Yes,Yes,62,Fiber optic,One year,No,Electronic check,71.89,4457.18,No
CUST-01010,Male,0,No,Yes,38,DSL,Month-to-month,No,Mailed check,25.51,969.38,Yes
CUST-01011,Female,0,No,Yes,26,DSL,Month-to-month,No,Bank transfer,117.61,3057.86,Yes
CUST-01012,Male,0,Yes,No,2,No,Month-to-month,Yes,Credit card,18.56,37.12,Yes
CUST-01013,Male,0,Yes,Yes,12,DSL,Month-to-month,Yes,Credit card,91.25,1095.0,Yes
CUST-01014,Female,1,Yes,No,34,Fiber optic,Month-to-month,No,Credit card,42.83,1493.61,Yes
CUST-01015,Female,0,No,No,28,Fiber optic,Month-to-month,No,Electronic check,116.69,3288.32,Yes
CUST-01016,Male,0,Yes,Yes,62,DSL,Month-to-month,No,Mailed check,56.92,3529.04,No
CUST-01017,Male,0,No,No,56,Fiber optic,Month-to-month,No,Bank transfer,20.78,1163.68,Yes
CUST-01018,Male,0,Yes,No,11,DSL,One year,No,Credit card,20.75,266.32,No
CUST-01019,Male,0,Yes,Yes,42,Fiber optic,Month-to-month,Yes,Mailed check,74.44,3126.48,Yes
CUST-01020,Male,1,Yes,Yes,32,DSL,One year,Yes,Credit card,118.64,3806.69,No
CUST-01021,Male,0,Yes,Yes,7,DSL,Month-to-month,Yes,Bank transfer,117.94,860.56,Yes
CUST-01022,Female,0,No,Yes,47,DSL,Month-to-month,Yes,Bank transfer,52.4,2462.8,No
CUST-01023,Female,0,Yes,Yes,38,No,Month-to-month,Yes,Bank transfer,67.24,2589.37,No
CUST-01024,Female,0,Yes,No,6,Fiber optic,Month-to-month,No,Credit card,28.25,169.5,Yes
CUST-01025,Male,0,No,Yes,33,No,Month-to-month,Yes,Bank transfer,71.26,2351.58,No
CUST-01026,Male,0,Yes,Yes,52,Fiber optic,Two year,No,Bank transfer,79.17,4116.84,No
CUST-01027,Male,0,Yes,No,23,Fiber optic,Month-to-month,Yes,Mailed check,43.61,1074.59,Yes
CUST-01028,Female,1,No,Yes,25,Fiber optic,Month-to-month,Yes,Mailed check,80.44,2011.0,No
CUST-01029,Male,0,No,Yes,7,No,One year,Yes,Bank transfer,109.77,768.39,No
CUST-01030,Male,0,No,Yes,14,Fiber optic,Month-to-month,No,Credit card,18.1,260.07,Yes
CUST-01031,Male,0,No,No,70,Fiber optic,Month-to-month,No,Bank transfer,41.35,2894.5,Yes
CUST-01032,Female,1,Yes,No,44,Fiber optic,Month-to-month,No,Credit card,39.41,1734.04,Yes
CUST-01033,Male,0,No,No,12,Fiber optic,Month-to-month,No,Bank transfer,30.64,393.97,Yes
CUST-01034,Male,1,No,No,34,DSL,Month-to-month,No,Mailed check,34.94,1187.96,Yes
CUST-01035,Female,0,Yes,Yes,13,Fiber optic,One year,No,Bank transfer,81.84,1063.92,Yes
CUST-01036,Female,1,No,Yes,31,DSL,Two year,No,Bank transfer,28.47,882.57,No
CUST-01037,Male,0,Yes,No,10,No,Month-to-month,Yes,Credit card,93.33,973.41,Yes
CUST-01038,Male,0,Yes,Yes,44,Fiber optic,One year,Yes,Mailed check,108.48,4837.89,No
CUST-01039,Female,0,Yes,No,41,No,One year,No,Electronic check,112.51,4668.05,Yes
CUST-01040,Female,0,No,No,45,Fiber optic,Month-to-month,Yes,Electronic check,85.34,3840.3,Yes
CUST-01041,Female,0,No,No,31,Fiber optic,One year,Yes,Electronic check,38.13,1182.03,No
CUST-01042,Male,0,Yes,Yes,20,DSL,One year,No,Bank transfer,26.7,553.54,No
CUST-01043,Male,0,Yes,No,17,No,Two year,Yes,Credit card,41.67,781.92,No
CUST-01044,Female,0,No,Yes,15,Fiber optic,Two year,No,Bank transfer,116.12,1803.49,No
CUST-01045,Male,0,Yes,Yes,30,DSL,Month-to-month,No,Electronic check,116.16,3507.95,Yes
CUST-01046,Male,0,Yes,No,32,DSL,Month-to-month,No,Mailed check,56.96,1822.72,No
CUST-01047,Female,1,Yes,Yes,48,DSL,Month-to-month,No,Credit card,51.23,2459.04,Yes
CUST-01048,Female,0,No,Yes,3,Fiber optic,Month-to-month,No,Electronic check,70.02,306.75,Yes
CUST-01049,Male,0,No,No,20,Fiber optic,Month-to-month,No,Bank transfer,47.75,955.0,Yes
CUST-01050,Female,1,Yes,Yes,61,No,Two year,Yes,Mailed check,117.93,7193.73,No
CUST-01051,Male,0,No,Yes,65,Fiber optic,Month-to-month,No,Credit card,40.56,2683.53,Yes
CUST-01052,Female,0,No,Yes,67,Fiber optic,Month-to-month,Yes,Bank transfer,55.65,3728.55,Yes
CUST-01053,Female,0,Yes,No,22,Fiber optic,Two year,No,Bank transfer,61.8,1359.6,Yes
CUST-01054,Male,0,No,No,9,No,Month-to-month,Yes,Bank transfer,30.76,353.24,Yes
CUST-01055,Female,0,Yes,No,14,No,Month-to-month,No,Credit card,57.05,821.75,Yes
CUST-01056,Male,0,Yes,Yes,9,DSL,Two year,Yes,Bank transfer,105.39,948.51,No
CUST-01057,Female,0,Yes,Yes,68,No,Month-to-month,No,Bank transfer,32.32,2197.76,No
CUST-01058,Male,0,No,Yes,63,Fiber optic,Month-to-month,Yes,Credit card,77.57,4989.28,Yes
CUST-01059,Male,0,Yes,Yes,58,No,Month-to-month,Yes,Bank transfer,59.48,3449.84,Yes
CUST-01060,Female,0,Yes,Yes,52,No,Two year,Yes,Bank transfer,35.39,1910.15,No
CUST-01061,Female,0,No,Yes,24,Fiber optic,Month-to-month,Yes,Mailed check,19.26,506.92,Yes
CUST-01062,Male,1,No,No,34,DSL,Month-to-month,No,Mailed check,45.88,1559.92,Yes
CUST-01063,Female,0,Yes,No,60,Fiber optic,Month-to-month,No,Electronic check,24.31,1458.6,Yes
CUST-01064,Female,0,Yes,Yes,58,DSL,Month-to-month,Yes,Bank transfer,56.43,3345.26,No
CUST-01065,Male,0,No,Yes,37,Fiber optic,Two year,No,Mailed check,100.64,3796.81,Yes
CUST-01066,Female,1,No,Yes,60,DSL,Month-to-month,No,Credit card,91.41,5484.6,Yes
CUST-01067,Female,0,No,Yes,24,Fiber optic,Two year,Yes,Credit card,114.63,2778.61,No
CUST-01068,Male,0,No,Yes,29,No,Month-to-month,No,Credit card,61.56,1785.24,Yes
CUST-01069,Male,0,No,No,60,DSL,Month-to-month,Yes,Mailed check,90.2,5412.0,Yes
CUST-01070,Female,0,Yes,Yes,27,Fiber optic,Two year,Yes,Bank transfer,85.86,2331.31,Yes
CUST-01071,Male,0,Yes,No,54,Fiber optic,Month-to-month,Yes,Credit card,40.14,2167.56,Yes
CUST-01072,Female,0,No,Yes,32,Fiber optic,Month-to-month,Yes,Bank transfer,48.97,1567.04,Yes
CUST-01073,Female,0,No,No,21,DSL,Two year,Yes,Bank transfer,72.04,1512.84,No
CUST-01074,Male,0,Yes,No,15,DSL,Month-to-month,Yes,Mailed check,99.26,1488.9,Yes
CUST-01075,Male,0,Yes,No,43,Fiber optic,Month-to-month,Yes,Mailed check,65.1,2799.3,Yes
CUST-01076,Female,0,No,No,34,Fiber optic,Two year,Yes,Bank transfer,41.23,1401.82,No
CUST-01077,Male,0,Yes,Yes,26,Fiber optic,Month-to-month,No,Credit card,119.33,3181.24,Yes
CUST-01078,Male,0,Yes,Yes,53,DSL,Month-to-month,No,Electronic check,29.79,1603.53,No
CUST-01079,Female,0,No,No,0,Fiber optic,Month-to-month,Yes,Electronic check,115.5,89.73,Yes
CUST-01080,Female,0,Yes,No,6,Fiber optic,Month-to-month,No,Electronic check,100.52,603.12,Yes
CUST-01081,Female,0,Yes,No,69,DSL,Month-to-month,Yes,Bank transfer,103.57,7146.33,Yes
CUST-01082,Female,1,Yes,Yes,47,Fiber optic,One year,No,Mailed check,99.08,4744.68,Yes
CUST-01083,Female,0,Yes,Yes,39,DSL,Month-to-month,Yes,Mailed check,39.23,1529.97,No
CUST-01084,Male,0,No,Yes,1,Fiber optic,One year,No,Credit card,82.52,82.52,No
CUST-01085,Female,0,Yes,Yes,43,No,Month-to-month,No,Electronic check,95.19,4129.17,Yes
